"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1951059503904071925","Thu Jul 31 23:16:49 +0000 2025","0","Semangat mamang gojek mmf kalau lokasi ak jauh bbgt https://t.co/BIONq4CVye","1951059503904071925","https://pbs.twimg.com/media/GxOOR2WaIAAQWvY.jpg","","in","","0","0","0","https://x.com/undefined/status/1951059503904071925","1428215486353870850",
"1951058918689677413","Thu Jul 31 23:14:29 +0000 2025","0","️ YUHUU BACA DULU YA GES ️ WTS VOC GORIDE pot 5k fee 500 GOCAR pot 12k fee 1.5k - BISA SEMUA DOMISILI ‼️ - kalau ga jadi bilang ‼️ - GOPAY / TUNAI AJA ‼️ wts wtb voc goride krl gojek gocar #zonauang️ https://t.co/vyXO72IpCW","1951058918689677413","https://pbs.twimg.com/media/GxONuruaQAAvOeY.jpg","","in","","0","1","0","https://x.com/undefined/status/1951058918689677413","1359300973596798977",
"1951058391096496218","Thu Jul 31 23:12:24 +0000 2025","0","wtb voucher gojek #zonauang #zonaba","1951058391096496218","","","in","","0","2","0","https://x.com/undefined/status/1951058391096496218","1714084739559395328",
"1951058114897392010","Thu Jul 31 23:11:18 +0000 2025","0","... ... Kita dijajah lagi sama jepang? www Jepang dulu jahat sih tp prabowo juga hobi ngajak warga gelut. Nakama surabaya tidur kah kok aku belum liat bendera one piece berkibar? [Di tokopedia bnyk tp mending beli bendera merah putih guys] PS: Aku bukan antek asing.","1951058114897392010","","","in","","0","0","0","https://x.com/undefined/status/1951058114897392010","59001709",
"1951057623790579960","Thu Jul 31 23:09:21 +0000 2025","0","Coba cek ini di Tokopedia deh. Harganya Rp70.800 https://t.co/4vfkocn2gl https://t.co/eOjqboPMf9","1951057623790579960","https://pbs.twimg.com/media/GxOMkVaacAAFHJz.jpg","","in","","0","0","0","https://x.com/undefined/status/1951057623790579960","553597820",
"1951057543675126014","Thu Jul 31 23:09:01 +0000 2025","0","Coba cek ini di Tokopedia deh. Harganya Rp100.300 https://t.co/8ElTtfcYhW https://t.co/yq7IeB2Bgh","1951057543675126014","https://pbs.twimg.com/media/GxOMfxXaIAE4Xya.jpg","","in","","0","0","0","https://x.com/undefined/status/1951057543675126014","553597820",
"1951054425646309844","Thu Jul 31 22:59:37 +0000 2025","0","@Morriyxy naik gojek atau apaa","1951055174665109620","","Morriyxy","in","","0","1","0","https://x.com/undefined/status/1951055174665109620","1558678489771155457",
"1951055168252027113","Thu Jul 31 22:59:35 +0000 2025","0","Coba cek ini di Tokopedia deh. Harganya Rp110.000 https://t.co/D7Xb3aA6Mp https://t.co/R69VCzRK1y","1951055168252027113","https://pbs.twimg.com/media/GxOKVe9acAAsZuV.jpg","","in","","0","0","0","https://x.com/undefined/status/1951055168252027113","1301200440248291328",
"1951054639421428147","Thu Jul 31 22:57:29 +0000 2025","0","DEODORANT KAHF Coba lihat produk ini! https://t.co/OIWaB4dZnz","1951054639421428147","","","in","","0","0","0","https://x.com/undefined/status/1951054639421428147","1283598079275327488",
"1951054512644563042","Thu Jul 31 22:56:59 +0000 2025","0","Makarizo Hair Energy Fibertherapy Hair &amp; Scalp Creambath Royal Jelly 500 mL / Perawatan Rambut Kering / Haircare / Vitamin https://t.co/tacy65duzT","1951054512644563042","","","in","","0","0","0","https://x.com/undefined/status/1951054512644563042","62197539",
